Species	GeneID_5p	TranscriptID_5p	ProteinID_5p	Strand_5p	ExonID_5p	ExonRegionStart_5p	ExonRegionEnd_5p	ExonRank_5p	cDNA_CodingStart_5p	cDNA_CodingEnd_5p	GenomicCodingStart_5p	GenomicCodingEnd_5p	StartPhase_5p	EndPhase_5p	start	end	strand	motif	total_uq	total_mm	ave_uq	num_exp	name_exp	uq_per_exp	mm_per_exp	GeneID_3p	TranscriptID_3p	ProteinID_3p	Strand_3p	ExonID_3p	ExonRegionStart_3p	ExonRegionEnd_3p	ExonRank_3p	cDNA_CodingStart_3p	cDNA_CodingEnd_3p	GenomicCodingStart_3p	GenomicCodingEnd_3p	StartPhase_3p	EndPhase_3p	chr
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000468901	91311799	91312138	9	3691	4030	91311799	91312138	2	-1	91312139	91318910	2	2	71	0	6.454545454545453	11	SRR594473,SRR594474,SRR594479,SRR594480,SRR594481,SRR594482,SRR594491,SRR594499,SRR636889,SRR636934,SRR636935	35,10,1,7,5,3,2,2,1,4,1	0,0,0,0,0,0,0,0,0,0,0	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323873	91318911	91318987	8	3614	3690	91318911	91318987	0	2	8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000468901	91311799	91312138	9	3691	4030	91311799	91312138	2	-1	91312139	91321227	2	2	3	0	1.5	2	SRR594473,SRR594474	2,1	0,0	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323874	91321228	91321392	7	3449	3613	91321228	91321392	0	0	8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323873	91318911	91318987	8	3614	3690	91318911	91318987	0	2	91318988	91321227	2	2	57	0	4.071428571428571	14	SRR594473,SRR594474,SRR594481,SRR594482,SRR594483,SRR594489,SRR594490,SRR594491,SRR594492,SRR594499,SRR636889,SRR636890,SRR636934,SRR636935	19,2,6,3,2,1,1,11,1,1,1,1,4,4	0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323874	91321228	91321392	7	3449	3613	91321228	91321392	0	0	8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323873	91318911	91318987	8	3614	3690	91318911	91318987	0	2	91318988	91356046	2	2	2	0	2.0	1	SRR594473	2	0	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323876	91356047	91356198	6	3297	3448	91356047	91356198	1	0	8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323874	91321228	91321392	7	3449	3613	91321228	91321392	0	0	91321393	91335816	2	2	2	0	2.0	1	SRR594481	2	0															8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323874	91321228	91321392	7	3449	3613	91321228	91321392	0	0	91321393	91335830	2	2	2	0	1.0	2	SRR594497,SRR594499	1,1	0,0															8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323874	91321228	91321392	7	3449	3613	91321228	91321392	0	0	91321393	91335982	2	2	1	0	1.0	1	SRR594499	1	0															8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323874	91321228	91321392	7	3449	3613	91321228	91321392	0	0	91321393	91356046	2	2	64	0	5.8181818181818175	11	SRR594473,SRR594474,SRR594476,SRR594481,SRR594482,SRR594485,SRR594488,SRR594491,SRR636890,SRR636934,SRR636935	23,4,3,3,12,1,2,4,1,10,1	0,0,0,0,0,0,0,0,0,0,0	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323876	91356047	91356198	6	3297	3448	91356047	91356198	1	0	8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323876	91356047	91356198	6	3297	3448	91356047	91356198	1	0	91356199	91374135	2	2	55	0	5.0	11	SRR594473,SRR594474,SRR594476,SRR594479,SRR594480,SRR594481,SRR594482,SRR594483,SRR594491,SRR636934,SRR636935	22,4,2,2,3,1,5,1,5,3,7	0,0,0,0,0,0,0,0,0,0,0	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323881	91374136	91374251	5	3181	3296	91374136	91374251	2	1	8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323881	91374136	91374251	5	3181	3296	91374136	91374251	2	1	91374252	91381927	2	2	106	0	8.833333333333334	12	SRR594473,SRR594474,SRR594476,SRR594480,SRR594481,SRR594482,SRR594483,SRR594488,SRR594491,SRR594494,SRR636934,SRR636935	31,8,1,3,2,7,20,1,21,1,9,2	0,0,0,0,0,0,0,0,0,0,0,0	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000199572	91381928	91382073	4	3035	3180	91381928	91382073	0	2	8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000199572	91381928	91382073	4	3035	3180	91381928	91382073	0	2	91382074	91432834	2	2	57	1	8.142857142857142	7	SRR594473,SRR594474,SRR594482,SRR594483,SRR594491,SRR636934,SRR636935	25,4,5,1,15,5,2	0,0,0,0,1,0,0	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000199571	91432835	91433882	3	1987	3034	91432835	91433882	2	0	8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000199571	91432835	91433882	3	1987	3034	91432835	91433882	2	0	91433883	91453790	2	2	48	0	4.8	10	SRR594473,SRR594474,SRR594476,SRR594480,SRR594481,SRR594482,SRR594485,SRR594491,SRR636934,SRR636935	12,2,4,1,1,4,2,13,3,6	0,0,0,0,0,0,0,0,0,0	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000281174	91453791	91454395	2	1382	1986	91453791	91454395	0	2	8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000281174	91453791	91454395	2	1382	1986	91453791	91454395	0	2	91454396	91511295	2	2	59	1	6.555555555555555	9	SRR594473,SRR594474,SRR594476,SRR594481,SRR594482,SRR594489,SRR594491,SRR636934,SRR636935	18,3,1,5,8,1,12,8,3	1,0,0,0,0,0,0,0,0	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000199569	91511296	91512676	1	683	1381	91511296	91511994	-1	0	8
bos_taurus															91331183	91332536	2	2	3	0	3.0	1	SRR594481	3	0															8
bos_taurus															91331183	91334651	2	2	1	0	1.0	1	SRR594481	1	0															8
bos_taurus															91332638	91334651	2	2	4	0	4.0	1	SRR594481	4	0															8
bos_taurus															91332638	91335565	2	2	1	0	1.0	1	SRR594481	1	0															8
bos_taurus															91334745	91335830	2	2	4	0	2.0	2	SRR594481,SRR594499	3,1	0,0															8
bos_taurus															91335770	91335982	2	2	27	0	13.5	2	SRR594481,SRR594497	26,1	0,0															8
bos_taurus															91335770	91335997	2	2	1	0	1.0	1	SRR594481	1	0															8
bos_taurus															91355932	91356046	2	2	1	0	1.0	1	SRR594473	1	0	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000323876	91356047	91356198	6	3297	3448	91356047	91356198	1	0	8
bos_taurus	ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000199569	91511296	91512676	1	683	1381	91511296	91511994	-1	0																										8
bos_taurus																										ENSBTAG00000018445	ENSBTAT00000024549	ENSBTAP00000024549	-1	ENSBTAE00000468901	91311799	91312138	9	3691	4030	91311799	91312138	2	-1	8
homo_sapiens	ENSG00000198785	ENST00000651040		-1	ENSE00001162926	101569353	101573513	9					-1	-1	101573514	101577767	2	2	94	0	2.292682926829268	41	ERR030859,ERR030860,ERR030861,ERR030864,ERR030865,ERR030866,ERR030867,ERR030874,ERR030882,ERR030886,ERR030890,ERR030894,ERR030901,SRR1377223,SRR1721281,SRR1721284,SRR1721285,SRR1721286,SRR1721288,SRR1721289,SRR1721290,SRR1721291,SRR1721292,SRR1721295,SRR1721296,SRR1721299,SRR1721300,SRR1721302,SRR1721308,SRR1721309,SRR1721313,SRR306838,SRR306839,SRR306840,SRR306841,SRR306848,SRR306858,SRR649361,SRR649362,SRR943339,SRR943357	1,3,1,2,1,2,2,1,2,4,7,3,1,1,1,1,1,3,2,3,1,1,1,1,1,2,1,1,1,1,1,2,3,8,7,1,3,2,3,1,10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSG00000198785	ENST00000651040		-1	ENSE00003850215	101577768	101577844	8					-1	-1	9
homo_sapiens	ENSG00000198785	ENST00000651040		-1	ENSE00001162926	101569353	101573513	9					-1	-1	101573514	101577767	2	2	94	0	2.292682926829268	41	ERR030859,ERR030860,ERR030861,ERR030864,ERR030865,ERR030866,ERR030867,ERR030874,ERR030882,ERR030886,ERR030890,ERR030894,ERR030901,SRR1377223,SRR1721281,SRR1721284,SRR1721285,SRR1721286,SRR1721288,SRR1721289,SRR1721290,SRR1721291,SRR1721292,SRR1721295,SRR1721296,SRR1721299,SRR1721300,SRR1721302,SRR1721308,SRR1721309,SRR1721313,SRR306838,SRR306839,SRR306840,SRR306841,SRR306848,SRR306858,SRR649361,SRR649362,SRR943339,SRR943357	1,3,1,2,1,2,2,1,2,4,7,3,1,1,1,1,1,3,2,3,1,1,1,1,1,2,1,1,1,1,1,2,3,8,7,1,3,2,3,1,10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSG00000198785	ENST00000361820	ENSP00000355155	-1	ENSE00001265089	101577768	101577844	8	3533	3609	101577768	101577844	0	2	9
homo_sapiens	ENSG00000198785	ENST00000361820	ENSP00000355155	-1	ENSE00003846959	101569352	101573513	9	3610	3949	101573174	101573513	2	-1	101573514	101577767	2	2	94	0	2.292682926829268	41	ERR030859,ERR030860,ERR030861,ERR030864,ERR030865,ERR030866,ERR030867,ERR030874,ERR030882,ERR030886,ERR030890,ERR030894,ERR030901,SRR1377223,SRR1721281,SRR1721284,SRR1721285,SRR1721286,SRR1721288,SRR1721289,SRR1721290,SRR1721291,SRR1721292,SRR1721295,SRR1721296,SRR1721299,SRR1721300,SRR1721302,SRR1721308,SRR1721309,SRR1721313,SRR306838,SRR306839,SRR306840,SRR306841,SRR306848,SRR306858,SRR649361,SRR649362,SRR943339,SRR943357	1,3,1,2,1,2,2,1,2,4,7,3,1,1,1,1,1,3,2,3,1,1,1,1,1,2,1,1,1,1,1,2,3,8,7,1,3,2,3,1,10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSG00000198785	ENST00000651040		-1	ENSE00003850215	101577768	101577844	8					-1	-1	9
homo_sapiens	ENSG00000198785	ENST00000361820	ENSP00000355155	-1	ENSE00003846959	101569352	101573513	9	3610	3949	101573174	101573513	2	-1	101573514	101577767	2	2	94	0	2.292682926829268	41	ERR030859,ERR030860,ERR030861,ERR030864,ERR030865,ERR030866,ERR030867,ERR030874,ERR030882,ERR030886,ERR030890,ERR030894,ERR030901,SRR1377223,SRR1721281,SRR1721284,SRR1721285,SRR1721286,SRR1721288,SRR1721289,SRR1721290,SRR1721291,SRR1721292,SRR1721295,SRR1721296,SRR1721299,SRR1721300,SRR1721302,SRR1721308,SRR1721309,SRR1721313,SRR306838,SRR306839,SRR306840,SRR306841,SRR306848,SRR306858,SRR649361,SRR649362,SRR943339,SRR943357	1,3,1,2,1,2,2,1,2,4,7,3,1,1,1,1,1,3,2,3,1,1,1,1,1,2,1,1,1,1,1,2,3,8,7,1,3,2,3,1,10	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	ENSG00000198785	ENST00000361820	ENSP00000355155	-1	ENSE00001265089	101577768	101577844	8	3533	3609	101577768	101577844	0	2	9
